==PROF== Connected to process 6879 (/home/lab/project_26/Multi_Agent_CUDA_optimization/kernelpractise/kernel2)
==PROF== Disconnected from process 6879
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Block Limit SM","block","16",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Block Limit Registers","block","16",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Block Limit Shared Mem","block","8",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Block Limit Warps","block","6",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Theoretical Active Warps per SM","warp","48",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Theoretical Occupancy","%","100",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Achieved Occupancy","%","82.32",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","Achieved Active Warps Per SM","warp","39.51",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (100.0%) and measured achieved occupancy (82.3%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","local","17.68"
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","197,196",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","2,065,408",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","25,567.35",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","1,372,480",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","24,422.59",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","877,664",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","25,567.35",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","1,372,480",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","22,981.97",
"0","6879","kernel2","127.0.0.1","vecMUL(float *, float *, float *, int)","1","7","(256, 1, 1)","(4096, 1, 1)","0","8.6","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","5,489,920",
